Trial Number,Participant,Response,ResponsePeriodOnset,RT,Seed,Cue Frequency,Cue Frequency Range,Choice Frequency,Choice Frequency Range,Coherence
276,fr,diff,1460.7624226000044,0.5394115000381134,12345,4000.0,0.5,4000.0,0.5,0.9
277,fr,diff,1467.612680500024,0.6712167999939993,12345,4000.0,0.5,8000.0,0.5,0.9
278,fr,diff,1470.5440105000162,0.8304461000370793,12345,4000.0,0.5,4000.0,0.5,0.9
279,fr,diff,1477.627927900001,0.6080589000484906,12345,4000.0,0.5,8000.0,0.5,0.9
280,fr,diff,1480.511032200011,0.5978918999899179,12345,4000.0,0.5,4000.0,0.5,0.9
281,fr,diff,1487.3802269000444,1.6705969999893568,12345,4000.0,0.5,8000.0,0.5,0.9
282,fr,diff,1491.3243085000431,1.2758504999801517,12345,4000.0,0.5,8000.0,0.5,0.9
283,fr,diff,1494.8824715000228,0.6393278000177816,12345,4000.0,0.5,4000.0,0.5,0.9
284,fr,diff,1501.7947694000322,0.6179457000107504,12345,4000.0,0.5,8000.0,0.5,0.9
285,fr,diff,1504.6721034000511,0.652067499991972,12345,4000.0,0.5,4000.0,0.5,0.9
286,fr,diff,1511.581281300052,0.7111555999726988,12345,4000.0,0.5,8000.0,0.5,0.9
287,fr,diff,1514.5444515999989,0.76031140005216,12345,4000.0,0.5,4000.0,0.5,0.9
288,fr,diff,1521.6679195000324,0.7290639000129886,12345,4000.0,0.5,4000.0,0.5,0.9
289,fr,diff,1528.72612810001,0.6279050000011921,12345,4000.0,0.5,4000.0,0.5,0.9
290,fr,diff,1535.6617273000302,0.0001708000199869275,12345,4000.0,0.5,8000.0,0.5,0.9
291,fr,diff,1537.9493101999979,0.6991370000177994,12345,4000.0,0.5,8000.0,0.5,0.9
292,fr,diff,1540.925694500038,1.0349668000126258,12345,4000.0,0.5,4000.0,0.5,0.9
293,fr,diff,1548.23321700003,0.7899610999738798,12345,4000.0,0.5,8000.0,0.5,0.9
294,fr,diff,1551.2998718000017,0.9925084999995306,12345,4000.0,0.5,4000.0,0.5,0.9
295,fr,diff,1558.5458037000499,0.5774173999670893,12345,4000.0,0.5,8000.0,0.5,0.9
296,fr,diff,1561.4047469000216,0.5573565000086091,12345,4000.0,0.5,4000.0,0.5,0.9
297,fr,diff,1568.225841800042,0.5777463999693282,12345,4000.0,0.5,8000.0,0.5,0.9
298,fr,diff,1571.075337200018,0.5679022999829613,12345,4000.0,0.5,8000.0,0.5,0.9
299,fr,diff,1573.9039436000166,0.6786526000360027,12345,4000.0,0.5,4000.0,0.5,0.9
300,fr,diff,1580.8449026000453,0.6391472999821417,12345,4000.0,0.5,8000.0,0.5,0.9
301,fr,diff,1583.7451,0.6787069000420161,12345,4000.0,0.5,8000.0,0.5,0.9
302,fr,diff,1586.693658800039,1.5121510999742895,12345,4000.0,0.5,4000.0,0.5,0.9
303,fr,diff,1594.5079607000225,0.7513191999751143,12345,4000.0,0.5,4000.0,0.5,0.9
304,fr,diff,1601.5312634000438,0.6097961000050418,12345,4000.0,0.5,4000.0,0.5,0.9
305,fr,diff,1608.4228460000013,0.7497981000342406,12345,4000.0,0.5,8000.0,0.5,0.9
306,fr,diff,1611.4327293000533,0.7101942999870516,12345,4000.0,0.5,8000.0,0.5,0.9
307,fr,diff,1614.4241358000436,0.5368579999776557,12345,4000.0,0.5,4000.0,0.5,0.9
308,fr,diff,1621.230162300053,0.7189597999677062,12345,4000.0,0.5,8000.0,0.5,0.9
309,fr,diff,1624.217069700011,0.8611372000304982,12345,4000.0,0.5,4000.0,0.5,0.9
310,fr,same,1631.328609100019,1.73439330002293,12345,4000.0,0.5,4000.0,0.5,0.9
311,fr,diff,1635.3186845000018,0.8632417000480928,12345,4000.0,0.5,8000.0,0.5,0.9
312,fr,diff,1638.4519563000067,0.8513650000095367,12345,4000.0,0.5,4000.0,0.5,0.9
313,fr,diff,1645.6259503000183,126.0091345999972,12345,4000.0,0.5,8000.0,0.5,0.9
314,fr,diff,1773.922088500054,0.5879158999887295,12345,4000.0,0.5,4000.0,0.5,0.9
315,fr,diff,1780.7635475000134,0.6810019999975339,12345,4000.0,0.5,8000.0,0.5,0.9
316,fr,diff,1783.7171441000537,0.00017989997286349535,12345,4000.0,0.5,8000.0,0.5,0.9
317,fr,same,1786.0251226000255,4.440269600017928,12345,4000.0,0.5,4000.0,0.5,0.9
318,fr,same,1792.742739600013,1.169453100010287,12345,4000.0,0.5,8000.0,0.5,0.9
319,fr,same,1800.1639518000302,0.9738753999699838,12345,4000.0,0.5,8000.0,0.5,0.9
320,fr,diff,1807.415459400043,0.6280958999996074,12345,4000.0,0.5,4000.0,0.5,0.9
321,fr,diff,1814.3160287000355,16.688147599983495,12345,4000.0,0.5,4000.0,0.5,0.9
322,fr,diff,1837.2693174000015,1.7356368000037037,12345,4000.0,0.5,8000.0,0.5,0.9
323,fr,same,1841.2731589000323,1.9703605999820866,12345,4000.0,0.5,4000.0,0.5,0.9
324,fr,diff,1845.5089136000024,0.00016430002870038152,12345,4000.0,0.5,8000.0,0.5,0.9
325,fr,diff,1847.766190000053,11.383903499983717,12345,4000.0,0.5,8000.0,0.5,0.9
326,fr,diff,1861.4738354000147,307.9641769999871,12345,4000.0,0.5,4000.0,0.5,0.9
327,fr,same,2175.7663227000157,464.67247930000303,12345,4000.0,0.5,4000.0,0.5,0.9
328,fr,diff,2642.7122918000096,0.8610447000246495,12345,4000.0,0.5,4000.0,0.5,0.9
329,fr,same,2649.874728600029,3.1713182000094093,12345,4000.0,0.5,8000.0,0.5,0.9
330,fr,same,2659.3514168999973,889.7306642000331,12345,4000.0,0.5,4000.0,0.5,0.9
331,fr,diff,3551.3735176000046,0.8446947000338696,12345,4000.0,0.5,8000.0,0.5,0.9
332,fr,diff,3554.500916400051,0.6498943999758922,12345,4000.0,0.5,4000.0,0.5,0.9
333,fr,same,3561.422585100052,12.426603599975351,12345,4000.0,0.5,8000.0,0.5,0.9
334,fr,same,3580.1165183000267,15.97647669998696,12345,4000.0,0.5,4000.0,0.5,0.9
335,fr,diff,3598.3407204000396,3.04207809997024,12345,4000.0,0.5,8000.0,0.5,0.9
336,fr,diff,3603.676632000017,13.479473599989433,12345,4000.0,0.5,4000.0,0.5,0.9
337,fr,same,3623.452618500043,9.451218499976676,12345,4000.0,0.5,4000.0,0.5,0.9
338,fr,diff,3635.16428050003,0.6788287999806926,12345,4000.0,0.5,4000.0,0.5,0.9
339,fr,diff,3642.1126807000255,0.6418127000215463,12345,4000.0,0.5,8000.0,0.5,0.9
340,fr,diff,3645.0293301000493,0.6583932999637909,12345,4000.0,0.5,8000.0,0.5,0.9
341,fr,diff,3648.010625199997,0.8213470000191592,12345,4000.0,0.5,8000.0,0.5,0.9
342,fr,diff,3651.112306200026,0.7323752000229433,12345,4000.0,0.5,8000.0,0.5,0.9
343,fr,same,3654.110996100004,7.821666900010314,12345,4000.0,0.5,4000.0,0.5,0.9
344,fr,same,3664.1924470000085,0.6903267000452615,12345,4000.0,0.5,8000.0,0.5,0.9
345,fr,same,3671.159656300035,12.516173099982552,12345,4000.0,0.5,4000.0,0.5,0.9
346,fr,same,3685.9254845000105,3.592060800001491,12345,4000.0,0.5,4000.0,0.5,0.9
347,fr,diff,3691.8010350000113,4.705305000010412,12345,4000.0,0.5,8000.0,0.5,0.9
348,fr,diff,3698.7604384000297,0.6076873000129126,12345,4000.0,0.5,8000.0,0.5,0.9
349,fr,diff,3701.628060500021,2.5585756999789737,12345,4000.0,0.5,4000.0,0.5,0.9
350,fr,diff,3710.5051705000224,0.4862262000096962,12345,4000.0,0.5,8000.0,0.5,0.9
351,fr,same,3713.2801619000384,0.9249975999700837,12345,4000.0,0.5,4000.0,0.5,0.9
352,fr,same,3716.4612732000533,0.7614899999462068,12345,4000.0,0.5,8000.0,0.5,0.9
353,fr,diff,3723.498569200048,0.9626460999716073,12345,4000.0,0.5,4000.0,0.5,0.9
354,fr,same,3730.7681336000096,24.074950800044462,12345,4000.0,0.5,4000.0,0.5,0.9
355,fr,diff,3757.1258267000085,0.7899690000340343,12345,4000.0,0.5,8000.0,0.5,0.9
356,fr,same,3760.2043956000125,16.05650509998668,12345,4000.0,0.5,4000.0,0.5,0.9
357,fr,diff,3778.545853700023,532.6962410000269,12345,4000.0,0.5,8000.0,0.5,0.9
358,fr,same,4313.500880900014,2049.995279600029,12345,4000.0,0.5,4000.0,0.5,0.9
359,fr,diff,6365.799638300028,1.022717299987562,12345,4000.0,0.5,8000.0,0.5,0.9
